CustomerID,Country,balance,max_spent,mean_spent,min_spent,n_orders,time_between_orders,total_items,total_items_returned,total_refunded,total_spent
12518,Germany,844.2799999999999,844.2799999999999,844.2799999999999,844.2799999999999,1.0,,516.0,0.0,0.0,844.2799999999999
12520,Germany,5146.179999999999,2481.41,1039.5859999999998,0.0,5.0,43.333333333333336,3149.0,-9.0,-51.75,5197.929999999999
12521,Germany,545.6800000000001,545.6800000000001,545.6800000000001,545.6800000000001,1.0,,306.0,0.0,0.0,545.6800000000001
12523,France,2798.58,579.0,399.79714285714283,301.5,7.0,36.833333333333336,1490.0,0.0,0.0,2798.58
12524,Germany,8023.530000000001,2939.7700000000004,1337.255,902.3000000000001,6.0,33.8,6900.0,0.0,0.0,8023.530000000001
12527,Germany,709.9200000000001,390.72,354.96000000000004,319.2,2.0,30.0,624.0,0.0,0.0,709.9200000000001
12528,Germany,3564.7200000000003,1344.51,595.9866666666667,0.0,6.0,66.0,1529.0,-6.0,-11.2,3575.92
12530,Germany,2843.91,1130.8000000000002,720.64,0.0,4.0,106.0,1566.0,-13.0,-38.650000000000006,2882.56
12534,Germany,981.1800000000001,981.1800000000001,981.1800000000001,981.1800000000001,1.0,,645.0,0.0,0.0,981.1800000000001
12535,France,1050.6499999999999,1050.6499999999999,1050.6499999999999,1050.6499999999999,1.0,,331.0,0.0,0.0,1050.6499999999999
12539,Spain,13773.72,5551.549999999999,4591.24,3059.47,3.0,35.5,4910.0,0.0,0.0,13773.72
12540,Spain,21350.499999999996,4073.6299999999997,1946.9272727272726,0.0,11.0,27.666666666666668,11932.0,-6.0,-65.69999999999999,21416.199999999997
12541,Spain,1526.09,996.4499999999999,763.045,529.64,2.0,107.0,1309.0,0.0,0.0,1526.09
12545,Spain,1558.6000000000001,1558.6000000000001,1558.6000000000001,1558.6000000000001,1.0,,1028.0,0.0,0.0,1558.6000000000001
12547,Spain,151.8,131.4,75.9,20.4,2.0,82.0,132.0,0.0,0.0,151.8
12548,Spain,67.19999999999999,67.19999999999999,67.19999999999999,67.19999999999999,1.0,,48.0,0.0,0.0,67.19999999999999
12551,Spain,168.0,168.0,168.0,168.0,1.0,,100.0,0.0,0.0,168.0
12553,France,6171.96,1627.4699999999993,620.826,0.0,10.0,36.166666666666664,3736.0,-39.0,-36.3,6208.26
12556,Spain,918.2800000000001,918.2800000000001,918.2800000000001,918.2800000000001,1.0,,519.0,0.0,0.0,918.2800000000001
12557,Spain,28230.640000000003,12692.160000000002,7057.660000000001,1517.0,4.0,70.33333333333333,10328.0,0.0,0.0,28230.640000000003
12559,Germany,500.2099999999999,450.10999999999996,175.23666666666665,0.0,3.0,8.0,281.0,-2.0,-25.5,525.7099999999999
12560,Germany,4025.619999999999,4025.619999999999,4025.619999999999,4025.619999999999,1.0,,2405.0,0.0,0.0,4025.619999999999
12561,Germany,238.85,238.85,238.85,238.85,1.0,,177.0,0.0,0.0,238.85
12562,France,4511.7,2081.5,1503.8999999999999,1210.2299999999998,3.0,35.5,2436.0,0.0,0.0,4511.7
12564,France,402.9000000000001,402.9000000000001,402.9000000000001,402.9000000000001,1.0,,130.0,0.0,0.0,402.9000000000001
12567,France,18425.87,4241.489999999999,2079.1344444444444,0.0,9.0,37.0,9217.0,-216.0,-286.34,18712.21
12569,Germany,4317.37,841.4399999999999,333.92846153846153,0.0,13.0,12.636363636363637,2479.0,-6.0,-23.700000000000003,4341.07
12571,France,665.25,665.25,665.25,665.25,1.0,,507.0,0.0,0.0,665.25
12573,France,160.54,160.54,160.54,160.54,1.0,,84.0,0.0,0.0,160.54
12574,France,182.45000000000002,182.45000000000002,182.45000000000002,182.45000000000002,1.0,,59.0,0.0,0.0,182.45000000000002
12577,France,664.7500000000001,664.7500000000001,664.7500000000001,664.7500000000001,1.0,,441.0,0.0,0.0,664.7500000000001
12578,Italy,4294.010000000001,4335.160000000001,1445.0533333333335,0.0,3.0,,2227.0,-25.0,-41.15,4335.160000000001
12580,Germany,379.7,379.7,379.7,379.7,1.0,,236.0,0.0,0.0,379.7
12582,Finland,351.36,186.20000000000002,175.68,165.15999999999997,2.0,49.0,296.0,0.0,0.0,351.36
12583,France,11120.809999999998,2280.06,1235.6455555555553,564.0,9.0,33.0,9453.0,0.0,0.0,11120.809999999998
12584,Italy,1977.9300000000005,1102.94,259.02875000000006,0.0,8.0,50.333333333333336,423.0,-12.0,-94.3,2072.2300000000005
12585,Germany,1766.81,1154.85,456.025,0.0,4.0,117.0,1267.0,-21.0,-57.290000000000006,1824.1
12586,Italy,-17.0,0.0,0.0,0.0,1.0,,0.0,-2.0,-17.0,0.0
12589,France,269.05,269.05,269.05,269.05,1.0,,203.0,0.0,0.0,269.05
12590,Germany,9338.380000000005,9341.260000000004,4670.630000000002,0.0,2.0,,4282.0,-4.0,-2.88,9341.260000000004
12591,Italy,368.84999999999985,368.84999999999985,368.84999999999985,368.84999999999985,1.0,,225.0,0.0,0.0,368.84999999999985
12592,Germany,708.4,708.4,708.4,708.4,1.0,,552.0,0.0,0.0,708.4
12593,France,382.1,200.00000000000003,127.36666666666667,85.8,3.0,55.0,204.0,0.0,0.0,382.1
12594,Italy,6888.58,1978.9800000000002,984.0828571428572,85.92,7.0,33.166666666666664,3942.0,0.0,0.0,6888.58
12596,Spain,643.82,643.82,643.82,643.82,1.0,,507.0,0.0,0.0,643.82
12597,Spain,3495.9400000000005,2017.3400000000006,1747.9700000000003,1478.6000000000001,2.0,85.0,2068.0,0.0,0.0,3495.9400000000005
12598,France,4370.84,2060.28,1097.81,0.0,4.0,61.0,2800.0,-24.0,-20.4,4391.24
12599,France,2149.8,514.7,358.3,232.20000000000002,6.0,35.0,2196.0,0.0,0.0,2149.8
12600,Germany,4632.08,1467.39,579.01,117.0,8.0,36.57142857142857,1444.0,0.0,0.0,4632.08
12601,Germany,479.56000000000006,126.25999999999999,81.17666666666668,0.0,6.0,35.25,240.0,-1.0,-7.5,487.06000000000006
12604,France,538.8,538.8,538.8,538.8,1.0,,454.0,0.0,0.0,538.8
12605,Germany,-7.5,0.0,0.0,0.0,1.0,,0.0,-4.0,-7.5,0.0
12609,Germany,1984.9500000000003,1339.6200000000001,992.4750000000001,645.33,2.0,132.0,1415.0,0.0,0.0,1984.9500000000003
12610,Italy,3231.2000000000003,2422.0000000000005,1080.9166666666667,0.0,3.0,19.0,1787.0,-13.0,-11.55,3242.7500000000005
12613,Germany,3857.44,2022.14,1285.8133333333333,419.6700000000001,3.0,32.0,2164.0,0.0,0.0,3857.44
12614,Germany,315.59999999999997,315.59999999999997,315.59999999999997,315.59999999999997,1.0,,76.0,0.0,0.0,315.59999999999997
12615,France,1653.56,1653.56,1653.56,1653.56,1.0,,1216.0,0.0,0.0,1653.56
12616,France,744.1999999999999,770.4,256.8,0.0,3.0,,336.0,-8.0,-26.2,770.4
12619,Germany,4805.79,1824.9600000000003,1201.4475,593.93,4.0,45.333333333333336,5317.0,0.0,0.0,4805.79
12620,France,1517.91,1517.91,1517.91,1517.91,1.0,,1153.0,0.0,0.0,1517.91
12621,Germany,25073.67,3465.2999999999997,1568.46375,0.0,16.0,19.23076923076923,15273.0,-19.0,-21.75,25095.42
12622,Germany,162.09999999999997,162.09999999999997,162.09999999999997,162.09999999999997,1.0,,68.0,0.0,0.0,162.09999999999997
12623,Germany,269.1,269.1,269.1,269.1,1.0,,189.0,0.0,0.0,269.1
12624,France,569.13,305.19,284.565,263.94,2.0,71.0,351.0,0.0,0.0,569.13
12625,Germany,2362.3199999999997,1590.62,804.6066666666666,0.0,3.0,107.0,1597.0,-34.0,-51.5,2413.8199999999997
12626,Germany,12387.03,2895.0800000000004,1261.916,0.0,10.0,42.2,7036.0,-103.0,-232.13,12619.16
12627,Germany,4899.62,2225.0099999999998,1633.2066666666667,1179.23,3.0,15.0,2923.0,0.0,0.0,4899.62
12633,Germany,5451.18,3008.0600000000004,1368.6325000000002,0.0,4.0,78.5,2834.0,-13.0,-23.35,5474.530000000001
12635,Germany,1860.4900000000002,1860.4900000000002,1860.4900000000002,1860.4900000000002,1.0,,1319.0,0.0,0.0,1860.4900000000002
12637,France,8449.63,2646.9699999999993,1209.182857142857,0.0,7.0,33.2,4265.0,-9.0,-14.65,8464.279999999999
12642,Germany,812.7599999999999,812.7599999999999,812.7599999999999,812.7599999999999,1.0,,626.0,0.0,0.0,812.7599999999999
12643,France,3041.6400000000003,1067.22,506.94000000000005,162.48,6.0,40.4,1788.0,0.0,0.0,3041.6400000000003
12644,Germany,477.9100000000001,477.9100000000001,477.9100000000001,477.9100000000001,1.0,,325.0,0.0,0.0,477.9100000000001
12645,Germany,4224.52,1763.42,1408.1733333333334,1025.9999999999998,3.0,103.0,2582.0,0.0,0.0,4224.52
12647,Germany,6881.900000000001,1344.9,693.48,0.0,10.0,29.75,2910.0,-12.0,-52.900000000000006,6934.8
12648,Germany,300.05,300.05,300.05,300.05,1.0,,159.0,0.0,0.0,300.05
12649,Germany,549.71,339.0,142.3775,0.0,4.0,52.5,583.0,-12.0,-19.799999999999997,569.51
12651,France,114.00000000000003,114.00000000000003,114.00000000000003,114.00000000000003,1.0,,78.0,0.0,0.0,114.00000000000003
12652,France,788.5299999999997,793.9799999999998,396.9899999999999,0.0,2.0,,498.0,-3.0,-5.45,793.9799999999998
12654,Germany,990.85,460.69999999999993,330.28333333333336,155.6,3.0,48.5,463.0,0.0,0.0,990.85
12656,France,6982.259999999999,3064.06,1408.4419999999998,0.0,5.0,58.5,3527.0,-13.0,-59.95,7042.209999999999
12662,Germany,7402.300000000001,1328.3500000000001,929.3750000000001,0.0,8.0,43.833333333333336,4241.0,-18.0,-32.699999999999996,7435.000000000001
12664,Finland,4137.88,2037.3000000000002,1379.2933333333333,896.58,3.0,89.0,1156.0,0.0,0.0,4137.88
12665,Germany,43.75,45.0,22.5,0.0,2.0,,36.0,-1.0,-1.25,45.0
12668,Germany,7303.16,3574.3999999999996,1834.49,0.0,4.0,48.0,4140.0,-24.0,-34.8,7337.96
12669,France,1427.7300000000002,1028.3000000000002,713.8650000000001,399.43,2.0,105.0,1104.0,0.0,0.0,1427.7300000000002
12670,France,2726.07,1577.7500000000002,1363.035,1148.32,2.0,32.0,1491.0,0.0,0.0,2726.07
12672,France,225.9,225.9,225.9,225.9,1.0,,78.0,0.0,0.0,225.9
12673,Germany,220.9,220.9,220.9,220.9,1.0,,171.0,0.0,0.0,220.9
12674,France,2850.4799999999996,1866.4799999999998,960.1599999999999,0.0,3.0,37.0,1578.0,-24.0,-30.0,2880.4799999999996
12678,France,17098.38,9395.22,2856.4300000000003,0.0,6.0,50.25,12149.0,-24.0,-40.2,17138.58
12679,France,2282.71,2167.32,773.32,0.0,3.0,77.0,1097.0,-15.0,-37.25,2319.96
12680,France,858.0799999999999,858.0799999999999,858.0799999999999,858.0799999999999,1.0,,738.0,0.0,0.0,858.0799999999999
12681,France,25152.540000000005,3035.1,1399.7244444444448,0.0,18.0,14.928571428571429,15201.0,-10.0,-42.5,25195.040000000005
12682,France,21257.710000000006,2200.53,1118.8268421052635,189.9,19.0,14.222222222222221,9893.0,0.0,0.0,21257.710000000006
12683,France,16193.5,2710.5899999999997,1161.8035714285713,0.0,14.0,25.7,10649.0,-7.0,-71.75,16265.25
12684,France,3754.8,1400.24,1251.6000000000001,991.2400000000001,3.0,21.0,3864.0,0.0,0.0,3754.8
12686,France,71.14,71.14,71.14,71.14,1.0,,106.0,0.0,0.0,71.14
12689,France,1455.62,1455.62,1455.62,1455.62,1.0,,950.0,0.0,0.0,1455.62
12690,France,335.00999999999993,335.00999999999993,335.00999999999993,335.00999999999993,1.0,,103.0,0.0,0.0,335.00999999999993
12691,France,1080.6000000000001,426.90000000000003,360.20000000000005,288.6,3.0,105.5,476.0,0.0,0.0,1080.6000000000001
12693,Germany,686.9599999999999,203.85,118.65166666666666,0.0,6.0,63.666666666666664,247.0,-5.0,-24.95,711.91
12694,France,1097.22,1097.22,1097.22,1097.22,1.0,,978.0,0.0,0.0,1097.22
12695,France,917.1000000000001,645.45,458.55000000000007,271.65000000000003,2.0,102.0,554.0,0.0,0.0,917.1000000000001
12700,France,5898.22,2950.3,2949.11,2947.92,2.0,58.0,4040.0,0.0,0.0,5898.22
12701,Germany,950.4899999999999,950.4899999999999,950.4899999999999,950.4899999999999,1.0,,711.0,0.0,0.0,950.4899999999999
12704,Finland,2890.55,1041.42,963.5166666666668,899.4000000000001,3.0,31.0,1459.0,0.0,0.0,2890.55
12705,Germany,12017.689999999999,4387.6,1723.2914285714285,0.0,7.0,66.0,7878.0,-20.0,-45.35,12063.039999999999
12707,France,603.42,603.42,603.42,603.42,1.0,,256.0,0.0,0.0,603.42
12708,Germany,5289.499999999999,1054.3,488.580909090909,0.0,11.0,44.0,2884.0,-31.0,-84.89,5374.389999999999
12709,Germany,17071.06,3605.7799999999997,1090.3031250000001,0.0,16.0,25.22222222222222,7381.0,-65.0,-373.79,17444.850000000002
12710,Germany,2132.55,1900.8,717.0,0.0,3.0,39.0,1327.0,-2.0,-18.45,2151.0
12712,Germany,11756.84,2564.4,847.7385714285714,0.0,14.0,25.9,3126.0,-16.0,-111.5,11868.34
12714,France,9012.539999999997,3065.389999999999,2253.1349999999993,1116.24,4.0,62.0,6436.0,0.0,0.0,9012.539999999997
12716,France,623.8999999999995,623.8999999999995,623.8999999999995,623.8999999999995,1.0,,500.0,0.0,0.0,623.8999999999995
12720,Germany,8846.349999999999,1163.1699999999998,553.26875,0.0,16.0,17.071428571428573,8414.0,-7.0,-5.95,8852.3
12721,France,3992.0400000000004,1242.53,803.8380000000001,0.0,5.0,56.666666666666664,3202.0,-5.0,-27.15,4019.1900000000005
12722,France,2676.2700000000004,1729.2600000000002,553.9140000000001,0.0,5.0,17.0,1613.0,-6.0,-93.3,2769.5700000000006
12724,France,649.8599999999999,377.4,324.92999999999995,272.46,2.0,158.0,446.0,0.0,0.0,649.8599999999999
12725,Italy,371.79999999999995,371.79999999999995,371.79999999999995,371.79999999999995,1.0,,162.0,0.0,0.0,371.79999999999995
12726,France,4535.28,1311.48,907.0559999999999,431.15999999999997,5.0,42.5,6278.0,0.0,0.0,4535.28
12727,France,7514.9800000000005,2486.38,1254.9966666666667,0.0,6.0,33.0,4630.0,-12.0,-15.0,7529.9800000000005
12728,France,1579.0900000000001,575.01,526.3633333333333,501.49999999999994,3.0,37.0,787.0,0.0,0.0,1579.0900000000001
12729,France,417.0100000000001,417.0100000000001,417.0100000000001,417.0100000000001,1.0,,231.0,0.0,0.0,417.0100000000001
12731,France,32808.899999999994,8298.16,3653.766666666666,0.0,9.0,31.142857142857142,16478.0,-60.0,-75.0,32883.899999999994
12732,France,218.2600000000001,218.2600000000001,218.2600000000001,218.2600000000001,1.0,,110.0,0.0,0.0,218.2600000000001
12734,France,110.39999999999999,110.39999999999999,110.39999999999999,110.39999999999999,1.0,,88.0,0.0,0.0,110.39999999999999
12735,France,689.5699999999998,405.7999999999999,344.7849999999999,283.7699999999999,2.0,21.0,363.0,0.0,0.0,689.5699999999998
12736,France,144.0,144.0,144.0,144.0,1.0,,168.0,0.0,0.0,144.0
12738,Germany,137.35,137.35,137.35,137.35,1.0,,147.0,0.0,0.0,137.35
12747,United Kingdom,7560.669999999999,1685.46,945.0837499999999,703.92,8.0,36.857142857142854,2411.0,0.0,0.0,7560.669999999999
12748,United Kingdom,39215.840000000004,2557.649999999999,296.1389552238806,0.0,134.0,1.8095238095238095,26210.0,-429.0,-466.78,39682.62
12749,United Kingdom,8185.84,5726.27,1401.42,0.0,6.0,41.0,3212.0,-49.0,-222.67999999999998,8408.52
12757,Portugal,5164.860000000001,2700.75,1294.9650000000001,0.0,4.0,33.5,2827.0,-12.0,-15.0,5179.860000000001
12758,Portugal,2791.59,1570.1900000000005,1395.795,1221.3999999999999,2.0,159.0,2135.0,0.0,0.0,2791.59
12766,Portugal,14155.940000000002,3683.6000000000013,2831.1880000000006,1792.73,5.0,54.0,7671.0,0.0,0.0,14155.940000000002
12782,Portugal,1657.07,571.93,342.93399999999997,0.0,5.0,68.66666666666667,945.0,-16.0,-57.6,1714.6699999999998
12785,Portugal,255.95,255.95,255.95,255.95,1.0,,129.0,0.0,0.0,255.95
12792,Portugal,344.54,344.54,344.54,344.54,1.0,,215.0,0.0,0.0,344.54
12793,Portugal,461.48,357.68,230.74,103.8,2.0,36.0,292.0,0.0,0.0,461.48
12797,Portugal,166.18,226.03,75.34333333333333,0.0,3.0,,117.0,-39.0,-59.85,226.03
12808,Portugal,799.05,490.04999999999995,399.525,309.0,2.0,184.0,329.0,0.0,0.0,799.05
12809,Portugal,400.36,405.31,202.655,0.0,2.0,,217.0,-1.0,-4.95,405.31
12811,Portugal,458.85,246.60000000000002,229.425,212.25,2.0,22.0,227.0,0.0,0.0,458.85
12817,Austria,126.03999999999999,126.03999999999999,126.03999999999999,126.03999999999999,1.0,,52.0,0.0,0.0,126.03999999999999
12818,Austria,1157.8799999999999,1182.08,591.04,0.0,2.0,,920.0,-6.0,-24.2,1182.08
12820,United Kingdom,439.02,439.02,439.02,439.02,1.0,,426.0,0.0,0.0,439.02
12821,United Kingdom,92.72,92.72,92.72,92.72,1.0,,70.0,0.0,0.0,92.72
12823,United Kingdom,3901.5,1377.0,975.375,688.5,4.0,56.0,510.0,0.0,0.0,3901.5
12826,United Kingdom,2595.27,1006.05,520.374,0.0,5.0,61.333333333333336,2311.0,-4.0,-6.6,2601.87
12828,United Kingdom,1190.55,839.8,595.275,350.74999999999994,2.0,17.0,507.0,0.0,0.0,1190.55
12829,United Kingdom,253.05,207.25,97.66666666666667,0.0,3.0,23.0,376.0,-1.0,-39.95,293.0
12830,United Kingdom,14976.880000000001,5528.0,3744.2200000000003,1175.04,4.0,12.0,19252.0,0.0,0.0,14976.880000000001
12831,United Kingdom,215.05,215.05,215.05,215.05,1.0,,135.0,0.0,0.0,215.05
